SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:
310f697d-6747-48ed-aed1-d2019d385bbd,wjX50S,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:35 +0000",103992,SUCCESS,Je suis d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis tout à fait d'accord,Assez grandes,Pas du tout d'accord,Très simple,Assez simple,9
31f7ccf5-7ad3-40d1-a271-6aac8fef7647,5UduaX,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:39 +0000",187079,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez complexe,Très complexe,2
a625017c-1f18-4982-a93f-9ff657899c75,358i6H,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 10:04:41 +0000",443,DROP_OFF,,,,,,,,,,
7674048d-3d28-4539-aa5f-f5e332ac7196,wEsaL1,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:04:46 +0000",332395,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez simple,Très complexe,5
e6042622-4bc0-4f50-acb0-639421322ab5,lZ6wIR,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:51 +0000",167231,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis tout à fait d'accord,Parfaites,Pas tout à fait d'accord,Assez complexe,Assez complexe,8
9ea3494a-1b6d-441e-9761-3413b6bd253f,GVDkJa,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:05:05 +0000",35522,DROP_OFF,Sans avis,,,,,,,,,
99f0343f-7b40-4c24-97d3-3d3273b39d1f,lshYuz,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:05:18 +0000",108567,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,3,Je suis pas du tout d'accord,Parfaites,Plutôt d'accord,Très complexe,Assez complexe,2
d5cefb68-165e-44e7-91a9-07b56d82a3f0,Vnz34V,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:05:52 +0000",551892,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas tout à fait d'accord,Assez grandes,Plutôt d'accord,Assez simple,Assez complexe,3
8931f17a-5070-4398-a855-4f136c10e282,zQd2Pf,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:05:56 +0000",504265,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas du tout d'accord,Assez petites,Plutôt d'accord,Très simple,Très complexe,3
62be1f77-5337-435b-84af-d5e2c1c5e9ca,3s79JT,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 10:06:27 +0000",836671,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Plutôt d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,7
730a9a62-1a64-4cdc-8b3e-3ab6939f68e4,MXCUZ7,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:06:30 +0000",111752,DROP_OFF,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,,,,,,
051e39ab-b5d4-480b-b256-d584e76e47ba,IKwAil,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:06:52 +0000",302038,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez simple,7
462eda47-3c8d-49ef-8cfc-ae4727e1b366,mtTWnp,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:07:13 +0000",222926,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Assez simple,Assez complexe,7
d309d186-7b56-42ac-ac5b-14f0527515c9,acQwAg,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:07:23 +0000",307106,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,D'une complexité adéquate,Assez complexe,4
5522e14d-a6d1-4059-a3ed-fd2d6771bf09,R0DqBg,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:07:30 +0000",148989,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,Très complexe,5
ac366b7f-5126-4c37-bf5f-aa27f33af2ae,lZVX6M,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:07:52 +0000",268469,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Sans avis,Trop petites,Pas du tout d'accord,Très simple,Assez simple,5
1539404f-326a-4c95-bf2c-2270e8f0b845,0LSVzl,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:08:01 +0000",130984,DROP_OFF,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas tout à fait d'accord,Trop petites,Je suis d'accord,Assez simple,Très complexe,1
b3ee465d-66b9-45ae-84d2-bf66fc7d0f22,cjHoKX,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:08:32 +0000",44966,DROP_OFF,Je suis d'accord,,,,,,,,,
df909344-b2cc-4a85-80d5-7b7a936065c9,mnB0ym,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:08:42 +0000",112718,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez simple,6
aaa23df2-ccaa-48e4-b3e5-7b68dd96c370,JCiPBs,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:09:42 +0000",584347,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4,Plutôt d'accord,Assez petites,Sans avis,Assez complexe,Assez simple,6
cdb90fe0-cdb5-4513-aa06-bc82cc7ed71e,PjIkXI,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:06 +0000",134409,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Sans avis,Assez petites,Plutôt d'accord,Très simple,Assez complexe,5
5ac72097-2fde-47a2-a00c-3bf5f047e3d7,7PwJOa,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:08 +0000",135709,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3,Plutôt d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,3
5c26ca4a-500c-4cc9-8dda-8971a3c013ec,sTgW3I,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:11 +0000",192422,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Plutôt d'accord,Parfaites,Plutôt d'accord,Très simple,Assez complexe,7
694f707d-e92c-4303-90eb-c48ccd754723,wdVVrl,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:23 +0000",131054,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez complexe,Assez simple,2
5bb97e6e-06c0-4f2c-848b-0937cd7a18de,GIGUxc,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:35 +0000",172524,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Je suis pas du tout d'accord,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,3
91c777a5-a19a-4732-b40e-9ef6cc4e6cdd,MGVdBy,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:12:22 +0000",328439,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas du tout d'accord,Assez petites,Pas tout à fait d'accord,Très simple,D'une complexité correcte,8
a1ff4f43-7d75-4cc7-b856-d319d9a23454,X3fxp7,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:12:28 +0000",470195,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Plutôt d'accord,Trop petites,Sans avis,Assez simple,Assez complexe,6
1f1feef6-a3fb-491e-8169-c0eabb22d11c,5lk4lW,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:12:55 +0000",72339,DROP_OFF,Plutôt d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,,,,,,,,
853864d0-b16a-48ea-8c39-8541827c2e41,skGLch,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:13:18 +0000",294274,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Plutôt d'accord,Assez grandes,Sans avis,Très simple,Assez complexe,5
