SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:,Souhaitez-vous ajouter un commentaire ou un souhait?
6c43b0e4-91af-4558-ac83-146ed3d7c09c,S9Z6ws,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:59:08 +0000",326315,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,6.0,"Plusieurs petits points : 
° La fenêtre d'écriture du nouveau courrier est une bonne amélioration
° Je préfèrerais que lors de la création d'un nouveau courrier, la barre d'écriture soit placée automatiquement dans la section ""adresse"" que dans la section de rédaction du mail car il me semble que l'on a davantage tendance à écrire le destinataire en premier que le message mais c'est peut-être juste moi.
° La fonction recherche est moins efficace que par le passé : on nous demande de taper un mot clé pour commencer mais si l'on tape le nom d'un expéditeur, il faut ensuite le retaper dans la recherche avancée pour accéder à l'information. Si l'on pouvait taper le mot clé dans la barre de recherche pour lancer la recherche et que l'on puisse sélectionner directement dans un petit menu déroulant à côté si ce mot clé est à rechercher dans le sujet du mail, le corps du mail ou du côté de l'adresse, ce serait un gain de temps il me semble."
e6ea2851-a172-40e8-a993-81436cf60bc0,AE7OMC,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:59:19 +0000",127527,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Assez petites,Sans avis,Assez complexe,Très simple,7.0, 
231677f0-5902-4375-8504-3d748a10b482,eVeS7i,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:59:35 +0000",73000,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Très complexe,Très complexe,4.0,non
25c6631c-dafd-4995-b98c-2d85bebc699c,BeWKXs,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:59:38 +0000",199461,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,0.0,Je suis insatisfaite de cette messagerie
2cadfbbd-77f8-41be-b492-fba9454d9798,kqM0zn,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:59:43 +0000",141251,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Assez complexe,Très complexe,3.0,NON
e43177b5-ee38-4076-8e92-4ccccf483f27,AOoWRY,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:59:44 +0000",477928,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Trop petites,Pas tout à fait d'accord,Assez simple,Assez simple,5.0,"les initiales de l'émetteur du mail ne servent à rien, elles ne font qu'alourdir la présentation, le défilé."
af672c55-fdfa-4cfe-9326-4e945ba37495,WRwqQL,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:59:44 +0000",188526,SUCCESS,Plutôt d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Plutôt d'accord,Trop petites,Sans avis,Assez simple,Assez complexe,6.0,Priorité d'amélioration : la taille des icônes de gestion des emails / la recherche textuelle multi mots
20ea076c-1e32-4239-82fe-ec0618007641,E0rDBF,FR,Desktop,Mozilla/5.0 (X11; Linux x86_64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:00:32 +0000",150908,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Assez simple,Assez complexe,2.0,oui
76c1061e-67e0-4448-9fce-2547020f5177,mZTskJ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:01:07 +0000",120137,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Trop petites,Sans avis,Assez complexe,Assez complexe,6.0,non
34b03878-5dbc-463c-8413-cb43bd81a19d,1mbORk,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:01:18 +0000",134,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,,
b04cd083-3be0-4d71-8508-5e1076d73c05,eZgOGk,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:01:23 +0000",103797,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Trop petites,Je suis d'accord,Assez simple,Très complexe,1.0,Changer de messagerie !
53d93b23-21c8-49d9-b3aa-868a8cc5c61f,Hnlw1J,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:01:29 +0000",209603,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,1.0,Très peu convivial. Retour en début de liste des e.mails à chaque fois. Icones peu claires et navigation compliquée. Impossible à utiliser à l'étranger ou très compliqué. 
6f3261f8-e11d-4b6d-a474-24cfe8d0d799,eHbgHK,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Wed, 12 Mar 2025 10:01:37 +0000",36205,DROP_OFF,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),,,,,,,,,
a633b1a6-5625-42c0-a103-f377ad1382c7,M2tQBH,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:01:54 +0000",141590,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Assez grandes,Plutôt d'accord,Très simple,Assez simple,6.0, 
c6e3c558-6022-4ae1-9142-3e18aa6212ad,RtdlOc,FR,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1",Mobile Safari,"Wed, 12 Mar 2025 10:02:07 +0000",288943,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Assez grandes,Sans avis,D'une complexité adéquate,Assez complexe,4.0,"Il est difficile de voir la liste des destinataire d’un mail dans l’interface une fois celui ci reçu ou envoyé. 

Normalement, en cliquant sur l’en tête où s’affiche la liste destinataire destinataires, les boîtes mails classique affichent la liste complète. Je ne manipule peut être pas correctement l’interface mais je n’arrive pas à avoir une version élargie avec l’ensemble des destinataires et CC/CCi. 
Quelques soucis parfois avec Firefox : la boîte mail ne s’affiche pas ( page blanche ) pas de soucis avec chrome. 

Cependant les ordinateurs de l’université sont majoritairement sous Firefox ( impossible d’utiliser chrome). 

"
9d877d8b-1f16-40a5-a726-7f7bde4fb3d0,Xe4x3X,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Wed, 12 Mar 2025 10:02:20 +0000",197542,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Plutôt d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,0.0,"Une amélioration considérable. L'utilisation est longue, illisible..."
0500d767-849e-4c2f-abd9-21d1b2724a96,DvRMwH,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 10:02:35 +0000",26692,DROP_OFF,Sans avis,,,,,,,,,,
aa5b3c97-d351-4439-bf02-3f98dfca3233,qU6TOG,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:03:27 +0000",87407,DROP_OFF,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Assez grandes,Plutôt d'accord,Assez simple,Assez simple,9.0,
8c7c6927-010f-45f1-b5ba-e3b9d933c6fb,SVXvdK,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:03:57 +0000",259100,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,D'une complexité adéquate,Assez complexe,3.0,Je ne suis pas satisfaite de la présentation des mails et pas du tout satisfaite de l'affichage des agendas qui est très brouillon surtout quand on doit utiliser plusieurs agendas pour travailler. Je perds beaucoup de temps avec ce nouvel outil.
c45916b4-6a97-42b7-a9ce-6d5e25a85bd3,Biwh7T,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 10:04:04 +0000",131335,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Sans avis,Trop grandes,Sans avis,Assez simple,Assez complexe,2.0,"Je regrette très vivement l'absence de l'option d'envoi différé des mails. On cherche à former nos étudiants au droit à la déconnexion, au respect des envois durant les heures de travail, et un simple outil d'envoi différé me semble nécessaire. Merci !"
79fb2857-8eec-4ced-8d59-a7c3aa21bc00,5pgcQk,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:14 +0000",149623,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Assez grandes,Je suis d'accord,Très complexe,Très complexe,0.0,je ne suis pas du tout satisfaite de carbonio que ce soit des mails et encore moins du calendrier
310f697d-6747-48ed-aed1-d2019d385bbd,wjX50S,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:35 +0000",103992,SUCCESS,Je suis d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis tout à fait d'accord,Assez grandes,Pas du tout d'accord,Très simple,Assez simple,9.0,rien à ajouter
31f7ccf5-7ad3-40d1-a271-6aac8fef7647,5UduaX,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:39 +0000",187079,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez complexe,Très complexe,2.0,toutes les fonctionnalités sont à revoir car actuellement rien n'est intuitif
7674048d-3d28-4539-aa5f-f5e332ac7196,wEsaL1,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:04:46 +0000",332395,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez simple,Très complexe,5.0,"amélioration de la recherche de mail, rendre plus lisibles les icones de gestion des mail et des marquages de mail (urgent...)"
e6042622-4bc0-4f50-acb0-639421322ab5,lZ6wIR,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:04:51 +0000",167231,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis tout à fait d'accord,Parfaites,Pas tout à fait d'accord,Assez complexe,Assez complexe,8.0,non
9ea3494a-1b6d-441e-9761-3413b6bd253f,GVDkJa,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:05:05 +0000",35522,DROP_OFF,Sans avis,,,,,,,,,,
99f0343f-7b40-4c24-97d3-3d3273b39d1f,lshYuz,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:05:18 +0000",108567,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas du tout d'accord,Parfaites,Plutôt d'accord,Très complexe,Assez complexe,2.0,non
d5cefb68-165e-44e7-91a9-07b56d82a3f0,Vnz34V,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:05:52 +0000",551892,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Assez grandes,Plutôt d'accord,Assez simple,Assez complexe,3.0,"Questionner sur les calendrier, on ne devrait pas devoir ajouter chaque calendrier avant de pouvoir gérer des groupes de calendrier. C'est truffé de bug de synchros avec outlook et caldavsynchronizer, c'est quoi cette corbeille dans le calendrier.
Pour les mails il faut pouvoir ouvrir dans un autre onglet et pouvoir le mettre en vis à vis.
On devrait pouvoir redimensionner la largeur de la colonne des dossiers
on devrait pouvoir personnaliser les entête des message,  pouvoir mettre en avant des boutons depuis More action : par exemple le bouton créer un rendez-vous, etc
Il est crucial de distinguer étiquettes de messages et catégorie d'event de calendrier"
8931f17a-5070-4398-a855-4f136c10e282,zQd2Pf,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:05:56 +0000",504265,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Assez petites,Plutôt d'accord,Très simple,Très complexe,3.0,"Utilisation absolument pas intuitive. Complexité de l'outil. Recherche d'un mail passé extrêmement long.
Comment voit-on le poids d'un message ? le poids de la messagerie et son % d'occupation ?"
62be1f77-5337-435b-84af-d5e2c1c5e9ca,3s79JT,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 10:06:27 +0000",836671,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Plutôt d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,7.0,"Bonjour, Je souhaitais savoir s'il serait possible d'ajouter des couleurs sur le courriel, en particulier pour le suivi de l'étiquette, afin de le rendre plus visible. Cela pourrait faciliter la lecture et l'identification des informations importantes. Merci d'avance pour votre attention à cette demande."
730a9a62-1a64-4cdc-8b3e-3ab6939f68e4,MXCUZ7,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:06:30 +0000",111752,DROP_OFF,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,,,,,,,
051e39ab-b5d4-480b-b256-d584e76e47ba,IKwAil,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:06:52 +0000",302038,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez simple,7.0,L'architecture des dossiers classés n'est pas satisfaisante en ergonomie. Manque de visibilité des dossiers / sous-dossiers
462eda47-3c8d-49ef-8cfc-ae4727e1b366,mtTWnp,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:07:13 +0000",222926,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Assez simple,Assez complexe,7.0,RAS
d309d186-7b56-42ac-ac5b-14f0527515c9,acQwAg,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:07:23 +0000",307106,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,D'une complexité adéquate,Assez complexe,4.0,"Il faut pouvoir rédiger les courriers dans une autre fenêtre et non pas dans l'interface ce qui rend l'utilisation moins agréable.
Le marquage (drapeau) est trop peu visible.
La mise en évidence des initiales dans l'icône de réception d'un mail est complètement inefficace. Il faudrait voir systématiquement l'adresse de l'expéditeur."
5522e14d-a6d1-4059-a3ed-fd2d6771bf09,R0DqBg,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:07:30 +0000",148989,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,Très complexe,5.0,"l'outils de recherche ne me satisfait pas du tout. par exemple, si je recherche dans un dossier précis les mails d'un expéditeur, je ne peux pas recherche avec seulement nom ou prénom mais je dois rentrer le mail complet pour que les résultats sortent"
ac366b7f-5126-4c37-bf5f-aa27f33af2ae,lZVX6M,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:07:52 +0000",268469,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Sans avis,Trop petites,Pas du tout d'accord,Très simple,Assez simple,5.0,non
1539404f-326a-4c95-bf2c-2270e8f0b845,0LSVzl,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:08:01 +0000",130984,DROP_OFF,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Trop petites,Je suis d'accord,Assez simple,Très complexe,1.0,
b3ee465d-66b9-45ae-84d2-bf66fc7d0f22,cjHoKX,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:08:32 +0000",44966,DROP_OFF,Je suis d'accord,,,,,,,,,,
df909344-b2cc-4a85-80d5-7b7a936065c9,mnB0ym,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:08:42 +0000",112718,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez simple,6.0,aucun
aaa23df2-ccaa-48e4-b3e5-7b68dd96c370,JCiPBs,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 10:09:42 +0000",584347,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Plutôt d'accord,Assez petites,Sans avis,Assez complexe,Assez simple,6.0,"- Possibilité de répondre directement lorsque vous avez un mail reçu ouvert avec un raccourci répondre, transférer comme lorsque vous avez la liste des mails manque cruellement
- sélection multiples pour déplacer ou supprimer des mails sans en choisir qu'un ou tous
- lenteur parfois de récupération des adresses mails de l'annuaire interne
- si utilisation de puces dans la rédaction du message, ne respecte plus les préférence de police (type et taille) obligeant à reselectionner et rectifier.
- icônes actions petites
"
cdb90fe0-cdb5-4513-aa06-bc82cc7ed71e,PjIkXI,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:06 +0000",134409,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Assez petites,Plutôt d'accord,Très simple,Assez complexe,5.0,mauvaise visibilité des pièces jointes aux mails.
5ac72097-2fde-47a2-a00c-3bf5f047e3d7,7PwJOa,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:08 +0000",135709,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Plutôt d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,3.0,"Le pop up ""enregistré dans les brouillons"" vient s'appliquer sur le texte de l'email. C'est gênant."
5c26ca4a-500c-4cc9-8dda-8971a3c013ec,sTgW3I,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 10:11:11 +0000",192422,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Plutôt d'accord,Parfaites,Plutôt d'accord,Très simple,Assez complexe,7.0,ras
